run_id,NR_POS,NR_NEG,TP,FP,TN,FN,precision,recall,f1,PAR,NAR,FP_indices
1beat-A-36trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-37trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-38trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-39trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-40trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-41trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-42trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-43trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-44trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-45trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-46trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-47trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-48trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-49trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-50trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
